date,message,sender_id
2025-01-19 15:33:43+00:00,Remember I said alpha soon? It’s coming in a day or two.,-1002243200666
2025-01-19 13:37:33+00:00,"Smash chads

https://x.com/missoralways/status/1880972827655852083?s=46",-1002243200666
2025-01-19 13:34:59+00:00,"Hope you got back in/are holding 

This is going to levels that will you cope",-1002243200666
2025-01-19 13:30:49+00:00,https://x.com/missoralways/status/1880971090497069236?s=46,-1002243200666
2025-01-19 13:08:36+00:00,"Insane motion on the channel right now, I understand apes are hungry as fuck but please don’t ape for a 2-3x because that’s how you’re gonna miss on a 50x trade.

Take initials and ride, this isn’t the time to quick flip.",-1002243200666
2025-01-19 13:03:36+00:00,"Holding this one, meme room news soon.",-1002243200666
2025-01-19 12:45:19+00:00,"Simple can’t stop making money innit 

5x $MEMEROOM",-1002243200666
2025-01-19 12:44:15+00:00,https://x.com/warlorddilley/status/1857211731828736076?s=46,-1002243200666
2025-01-19 12:42:26+00:00,"Good luck 

9nMh5n7NuacKnVWNoGtVTxivbtz8CKjZPqy9AYQFpump",-1002243200666
2025-01-19 11:45:25+00:00,1m to 7m $SSR,-1002243200666
2025-01-19 11:32:57+00:00,"He’s a VC 

And his coin is sitting at 4m? Don’t fade",-1002243200666
2025-01-19 11:23:09+00:00,He’s a very connected guy,-1002243200666
2025-01-19 11:23:00+00:00,https://x.com/enigmafund/status/1880937812368765398?s=46,-1002243200666
2025-01-19 10:54:16+00:00,"Think of a target and double it 

See you higher",-1002243200666
2025-01-19 10:51:14+00:00,"This might cook 

7d5uLATMiAoRC1n9yNc7VCrhx44H6bjEzDx7Gxuhpump

This guy is really reputed and has helped some big teams 

https://x.com/EnigmaFund/status/1880925949933330547",-1002243200666
2025-01-19 08:52:14+00:00,"200m to 64B —> 320x $TRUMP

Probably the biggest cook in the history of trenches",-1002243200666
2025-01-19 08:51:27+00:00,TRUMP,-1002243200666
2025-01-19 07:43:19+00:00,"WE'RE GONNA $WIN SO MUCH YOU MAY EVEN GET TIRED OF WINNING AND YOU'LL SAY PLEASE PLEASE IT'S TOO MUCH WINNING WE CAN'T TAKE IT ANYMORE MR PRESIDENT ITS TOO MUCH AND ILL SAY NO IT ISN'T WE HAVE TO KEEP WINNING WE HAVE TO $WIN MORE

https://fxtwitter.com/traderpow/status/1880882223223890078

It's a movement now",-1002243200666
2025-01-19 07:34:08+00:00,EMtWBVRmYnHTkitU4PnpfamD7yfPkUxHvi23aZyZpump,-1002243200666
2025-01-19 07:24:26+00:00,GM,-1002243200666
2025-01-19 07:24:22+00:00,277.34$,-1002243200666
2025-01-19 00:54:22+00:00,"Never ape any random trump supporter coin ever, they gonna farm us.",-1002243200666
2025-01-19 00:47:59+00:00,Billions and billions,-1002243200666
2025-01-19 00:33:31+00:00,"Another government person launch 

https://x.com/RealTina40/status/1880773692470575511

 3cZVE5McmW6vtbsFAJhLVemhvcN1z36rn5gHCGyApump",-1002243200666
2025-01-18 23:45:01+00:00,Well maybe I got lucky,-1002243200666
2025-01-18 23:41:48+00:00,LONGED $PEPE,-1002243200666
2025-01-18 23:37:18+00:00,"Not gonna lie, I sold before this.",-1002243200666
2025-01-18 23:37:07+00:00,wow,-1002243200666
2025-01-18 23:31:40+00:00,"**Vitalik X profile change: Profile Image: ****https://pbs.twimg.com/profile_images/1880759183470899200/-LX3Macs.jpg**** -> ****https://pbs.twimg.com/profile_images/1880759276169224192/rXpjZO0A.jpg****
**
Vitalik X个人资料变动: 个人资料图片：https://pbs.twimg.com/profile_images/1880759183470899200/-LX3Macs.jpg -> https://pbs.twimg.com/profile_images/1880759276169224192/rXpjZO0A.jpg


————————————
2025-01-19 07:28:52
source: https://twitter.com/VitalikButerin",-1002243200666
2025-01-18 23:31:13+00:00,"HB2pjBPuquh1XGEVC1GCKepdh4daoJnkJiHFmaorfBWu

VB changed picture to a Milady, I hold no ETH anymore so I bid on SOL one lol.",-1002243200666
2025-01-18 21:40:04+00:00,Bridging ETH to SOL to ape more TRUMP,-1002243200666
2025-01-18 21:39:50+00:00,nvm ETH is cursed and cucked and dead,-1002243200666
2025-01-18 21:31:45+00:00,Infinite money glitch in real sense,-1002243200666
2025-01-18 21:18:25+00:00,"Aped all my ETH here in $CULT 

https://dexscreener.com/ethereum/0xc4ce8e63921b8b6cbdb8fcb6bd64cc701fb926f2

https://x.com/VitalikButerin/status/1880723497393201460",-1002243200666
2025-01-18 19:58:54+00:00,3x,-1002243200666
2025-01-18 19:32:14+00:00,"If you are not subbed to A's Alpha this quarter, I don't know what to tell you.",-1002243200666
2025-01-18 19:29:43+00:00,Marcell said he will buy once this is 50m,-1002243200666
2025-01-18 19:16:36+00:00,Bottom sniped $WIN,-1002243200666
2025-01-18 19:09:55+00:00,"```EMtWBVRmYnHTkitU4PnpfamD7yfPkUxHvi23aZyZpump```

https://www.youtube.com/watch?v=Ryvkwx8BFss

Watching $WIN seems like a good narrative",-1002243200666
2025-01-18 18:30:11+00:00,Wait SOL hit 270?!,-1002243200666
2025-01-18 18:00:20+00:00,"also GM

still processing what an absolute blessing of a day it has been 

Lock in gonna send more gems",-1002243200666
2025-01-18 17:49:06+00:00,Trump now shilling again,-1002243200666
2025-01-18 17:49:01+00:00,"🔄 **Retweet** from **realDonaldTrump**

**RT** @EricTrump: I am extremely proud of what we continue to accomplish in crypto. $Trump is currently the hottest digital meme on earth and I truly believe that @WorldLibertyFi will revolutionize DeFi/Cefi and will be the future of finance. We are just getting started! 🚀🚀 https://x.com/zguz/status/1880621420302225606",-1002243200666
2025-01-18 11:39:40+00:00,https://x.com/missoralways/status/1880580741983326218?s=46,-1002243200666
2025-01-18 11:33:50+00:00,200m to 25B —> Unlimited Xs $TRUMP,-1002243200666
2025-01-18 10:44:16+00:00,"[BINANCE] [Binance Futures Will Launch USDⓈ-Margined TRUMPUSDT Perpetual Contract With up to 25x Leverage](https://www.binance.com/en/support/articles/82ac4437417c4876895c7262a4245bf0)
10:43:13-445 +1",-1002243200666
2025-01-18 10:43:05+00:00,"It took me 2 cycles, hours of trenching, 7 figs roundtrips, countless rugs. 

And here we are, we deserve it all. 

Love you guys",-1002243200666
2025-01-18 09:05:53+00:00,Worlds greatest president,-1002243200666
2025-01-18 08:10:32+00:00,"It’s only the biggest coin in history of humanity after BTC itself.
Higher.",-1002243200666
2025-01-18 07:48:59+00:00,"Any TA experts here?

Send me some TA on SOL",-1002243200666
2025-01-18 07:39:54+00:00,"Unfollow anyone that was shilling you beta coins instead of telling you to buy $TRUMP because they missed it 

I’m serious",-1002243200666
2025-01-18 06:57:09+00:00,Give me one dip to 7-8B and I all in on TRUMP,-1002243200666
2025-01-18 06:17:42+00:00,SOL MOONING,-1002243200666
2025-01-18 06:13:04+00:00,15 BILLION,-1002243200666
2025-01-18 05:46:07+00:00,"**JUST IN:** 🇺🇸 President-elect Trump officially launches $TRUMP crypto meme coin on Solana.

@WatcherGuru",-1002243200666
2025-01-18 05:28:06+00:00,"$TRUMP on HL perps too 

https://app.hyperliquid.xyz/trade/TRUMP",-1002243200666
2025-01-18 05:09:44+00:00,also make sure to follow,-1002243200666
2025-01-18 05:08:36+00:00,"https://x.com/missoralways/status/1880482304021455078

SOL giveaway",-1002243200666
2025-01-18 05:04:01+00:00,"Elon starting to do his thing 

https://x.com/elonmusk/status/1880480825797713921",-1002243200666
2025-01-18 04:22:36+00:00,"People still debating if the coin is real after Trump posted CA on his own twitter 

Some people hate money",-1002243200666
2025-01-18 04:19:45+00:00,"200m to 8 BILLION 

PLAY OF THE YEAR",-1002243200666
2025-01-18 03:52:22+00:00,6 BILLION wow,-1002243200666
2025-01-18 03:10:37+00:00,"Reposted please engage thanks 

https://x.com/missoralways/status/1880452647578398953",-1002243200666
2025-01-18 03:08:07+00:00,"If you sell from bots you are gonna get fucked, use meteora.",-1002243200666
2025-01-18 02:57:39+00:00,"Gave you the stone cold bottom before anyone else 

200m to 3B — $TRUMP",-1002243200666
2025-01-18 02:56:33+00:00,This is the next doge,-1002243200666
2025-01-18 02:56:26+00:00,President of the USA launched a memecoin one day before assuming office,-1002243200666
2025-01-18 02:52:08+00:00,Real mcap is 20% btw,-1002243200666
2025-01-18 02:47:12+00:00,"OMG 

HE TWEETED

https://x.com/realDonaldTrump/status/1880446012168249386",-1002243200666
2025-01-18 02:32:19+00:00,Retired,-1002243200666
2025-01-18 02:18:46+00:00,200m to 800m — $TRUMP,-1002243200666
2025-01-18 02:05:59+00:00,"Trump launched a memecoin?

https://truthsocial.com/@realDonaldTrump/posts/113846888132979151

```6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN```",-1002243200666
2025-01-18 01:26:52+00:00,Can WinterMute stop extracting money BEFORE they pump a coin?,-1002243200666
2025-01-18 00:13:40+00:00,Oh?,-1002243200666
2025-01-17 13:12:31+00:00,"https://x.com/missoralways/status/1880241672975777927

1 invite to AlphaDAO, engage.",-1002243200666
2025-01-17 12:56:37+00:00,4m to 13m —> 3x $PNO,-1002243200666
2025-01-17 12:54:19+00:00,"Shoutout to OCB for the info 

As always fairly early to big runners with info",-1002243200666
2025-01-17 12:50:48+00:00,"https://pyano.fun/ 

You can verify the dev on the website too, click on the calendar next to TG icon.",-1002243200666
2025-01-17 12:48:53+00:00,"Dev: https://x.com/graphicalsob

https://in.linkedin.com/in/saurav1verma

He was Vice President Of Engineering at Polygon",-1002243200666
2025-01-17 12:40:36+00:00,"Gambled here 

dev is ex polygon vp of dev ops

`DDEXoWMyDHpCNCyvg5Pakz5u9AmFzmBjjcs92Ux7pump`",-1002243200666
2025-01-17 11:10:11+00:00,"$LLM curling and looks good

https://x.com/himgajria/status/1880208917466394937",-1002243200666
2025-01-17 11:07:24+00:00,"Almost 0.5E floor price now 

2.5x since post",-1002243200666
2025-01-16 22:02:48+00:00,Little over 2x and looks decent,-1002243200666
2025-01-16 21:51:19+00:00,Alina AI real ca,-1002243200666
2025-01-16 21:51:14+00:00,HPgsCBk6gkTw5FFPYc9WeeBU8EU2Ye1AYmeTYq5apump,-1002243200666
2025-01-16 17:39:56+00:00,almost 2x on infinite LP,-1002243200666
2025-01-16 17:14:53+00:00,,-1002243200666
2025-01-16 15:56:36+00:00,"Watching this, it's a lil complicated since only 5% is circulating supply.

https://x.com/GoatIndexAI/status/1879920357836271897
```Goatm5cqggssKRUwbMnPhHXKtN5SDGEP57qjwTSHD1Xf```",-1002243200666
2025-01-16 15:51:13+00:00,"Longed $ADA 

USA coin narrative and I see it doing well under Trump reign alongside $XRP",-1002243200666
2025-01-16 13:07:52+00:00,"**SSR (****$SSR****) Found in MEXC **

Networks: Solana(SOL) - 

**Notified at:** 2025-01-16 13:03:12.446427
**Notifer:** @CexAlerts",-1002243200666
2025-01-16 12:47:15+00:00,Never stop gambling,-1002243200666
2025-01-16 12:17:01+00:00,"https://x.com/missoralways/status/1879865284653387823

You know the drill",-1002243200666
2025-01-16 12:03:12+00:00,900k to 7m — 7x $SSR,-1002243200666
2025-01-16 12:00:38+00:00,Since 50% supply is not circulating I think this does 15-20m easy quick,-1002243200666
2025-01-16 11:46:53+00:00,"$SBR on ETH went to 100m+ 

SOL one should run",-1002243200666
2025-01-16 11:45:35+00:00,"Trump might have a Strategic Solana Reserve 

https://x.com/tier10k/status/1879848376205807718",-1002243200666
2025-01-16 11:44:29+00:00,"Gambled here $SSR 

```6heygeGJ7z1NNBSDZzdDU6315Bgkt5kzrPmDTsmrpump```",-1002243200666
2025-01-16 00:43:43+00:00,"Aped $GAIM

Somehow affiliated with $FXN and their founder also just replied to a tweet

https://x.com/burbabull/status/1879689174175109535?s=46

`53dig5bMmYBGNxDXAGFNjA59mqry3piqTpbFzYKEpump`",-1002243200666
2025-01-15 23:32:40+00:00,https://x.com/Redux_HQ/status/1879670593664299413,-1002243200666
2025-01-15 23:29:47+00:00,"aped this one of the winner of solana hackathon and super low mcap 

```23VdJFdmz8dwFxZfQ24k13jVoQEw9RSKYU2sdgocpump```

https://x.com/sendaifun/status/1879665104314314852",-1002243200666
2025-01-15 14:59:05+00:00,"Trump's SEC Looking To Stop Crypto Enforcements: RTRS

🔗 [velo.xyz](https://velo.xyz/news/931)",-1002243200666
2025-01-15 14:06:15+00:00,Bottom on $GNZ and $LLM I hope,-1002243200666
2025-01-15 13:31:08+00:00,CPI giga bullish,-1002243200666
2025-01-15 13:24:30+00:00,GM Investors and trench warriors,-1002243200666
2025-01-15 01:19:56+00:00,"https://opensea.io/collection/hypio

If you’re wondering",-1002243200666
2025-01-15 01:17:23+00:00,https://x.com/missoralways/status/1879336935526912319?s=46,-1002243200666
2025-01-15 00:54:04+00:00,"some cunt rugged in the name of a cancer patient with whom he made a ""gofundme"" 

he later went on a space and basically shat on everyone and said he doesnt give a shit if the baby dies and a bunch of horrible shit 

anyways the community came together and aped 9% and want to donate it to the actual kid with the gofundme 

https://x.com/RangNFA/status/1879319237858337271

aped, degen 

https://neo.bullx.io/terminal?chainId=1399811149&address=eJqHomKmy4iVcPAPEvtcXGxAg6cFtzbZwyRbwUjpump&r=TXA24QZR5E&l=en

CA

`eJqHomKmy4iVcPAPEvtcXGxAg6cFtzbZwyRbwUjpump`",-1002243200666
2025-01-15 00:53:07+00:00,"Gambled here 

`eJqHomKmy4iVcPAPEvtcXGxAg6cFtzbZwyRbwUjpump`",-1002243200666
2025-01-14 23:37:01+00:00,"Congratulations to Toshi on listing coinbase 

https://x.com/coinbaseassets/status/1879309993716973789?s=46",-1002243200666
2025-01-14 19:36:36+00:00,"Toly just followed them. Aped for a swing trade. 

`BDW8YHasD3NSDjSHU9Xy6KXtshGayMGQfj5bJpLcpump`",-1002243200666
2025-01-14 15:16:01+00:00,"Also beautiful bounce on $LLM

SEND IT",-1002243200666
2025-01-14 15:11:22+00:00,OpenAI will never officially launch a coin so this is a good way to bet on their agent framework,-1002243200666
2025-01-14 15:09:03+00:00,Operator.chatgpt.com,-1002243200666
2025-01-14 15:08:10+00:00,https://x.com/slow_developer/status/1879174401431601623?s=46,-1002243200666
2025-01-14 15:08:08+00:00,"Potential giga narrative but consider a gamble 

Open AI agent $OPERATOR 

`ENTFCmv3n9KK46YZBXceRZo59rKAcWYD65Ycdd2fpump

https://x.com/slow_developer/status/1879174401431601623?s=46`",-1002243200666
2025-01-14 14:16:37+00:00,"Hope you aped $THL with me. 

Posted multiple tweets to show how viral it is, good gains.",-1002243200666
2025-01-14 14:03:01+00:00,https://x.com/missoralways/status/1879167264450343420,-1002243200666
2025-01-14 13:48:14+00:00,2.5m to 6m $THL,-1002243200666
2025-01-14 13:42:18+00:00,https://x.com/MagicEden/status/1879161747397091577,-1002243200666
2025-01-14 13:31:58+00:00,Tap Hold and Load in 4k,-1002243200666
2025-01-14 13:27:35+00:00,"This is to be the most viral slang I've seen being posted by the top pages

Defense forces posting is insane lol",-1002243200666
2025-01-14 13:27:07+00:00,"wtf

https://x.com/IDF/status/1879119959479271584",-1002243200666
2025-01-14 13:26:53+00:00,"Noodles shilling too 

https://x.com/criptopaul/status/1879156587526520896",-1002243200666
2025-01-14 13:20:16+00:00,its starting to get viral,-1002243200666
2025-01-14 13:20:11+00:00,https://x.com/PSG_English/status/1879149519017046211,-1002243200666
2025-01-14 13:17:50+00:00,"faded this for a while, aped now. 

https://x.com/ManUtd/status/1879154500164047064

```GdRUzaVTvJpxtovLoiNjKhAcAfrnmBz3YaZK2xEipump```",-1002243200666
2025-01-14 12:38:28+00:00,"Small gamble here $SHARPEI 

```NjK1ubqD4dfPfq43TfcKMdzHtyEiAFKGxqA2o7jpump```

https://x.com/zimmy_eth/status/1879144762940510703",-1002243200666
2025-01-14 11:45:25+00:00,"turns out to be a farm, sorry for that.",-1002243200666
2025-01-14 09:00:47+00:00,"Not live yet btw, will mention once it does.",-1002243200666
2025-01-14 07:56:10+00:00,"https://x.com/aixbt_agent/status/1879069221591949460

https://x.com/ava_holo/status/1879070245039517707?s=46",-1002243200666
2025-01-14 07:55:06+00:00,"Aped $OVO

Coin by $AVA team it seems which is 250m

`4NQzYfJAHWR9uVa1tjZvUGPfVoWqhQFPpiXAPMGMiWGc`",-1002243200666
2025-01-13 19:21:47+00:00,Alpha soon,-1002243200666
2025-01-13 14:28:55+00:00,"One thing I love about red days is that vapourware and larps never recover from it.

Holding my conviction plays $LLM $GNZ and a few more that I’m accumulating",-1002243200666
2025-01-13 14:26:48+00:00,"This was local top, tweet was timed well.",-1002243200666
2025-01-12 21:00:19+00:00,"him hinting?

https://x.com/himgajria/status/1878517890367803568",-1002243200666
2025-01-12 20:58:21+00:00,4m GG,-1002243200666
2025-01-12 20:56:39+00:00,https://x.com/stack__sats/status/1878545718073270573,-1002243200666
2025-01-12 20:53:13+00:00,This can potentially run like $LLM if him.eth also approves,-1002243200666
2025-01-12 20:50:39+00:00,"Aped this one at 1m

Being pushed by $ZYN dev giga bullish 

https://x.com/stack__sats/status/1878540036649402609

```DAC9YtbJHjgDTDZZaTTfB5fzQXdXv2ZusKoBQGXMuCq2```",-1002243200666
2025-01-12 20:45:17+00:00,Welp there another one that I didn't know of,-1002243200666
2025-01-12 20:43:42+00:00,"Ticker is golden, will hold dust.",-1002243200666
2025-01-12 20:43:19+00:00,Thanks,-1002243200666
2025-01-12 20:39:39+00:00,https://x.com/blknoiz06/status/1860503026999386379,-1002243200666
2025-01-12 20:34:59+00:00,"Gamble here, not at the screen but saw some KOLs ape early 

$ai16zero
```FcTWGGozqcaL3eRreo6qAnKdw5ZFpv4xnJKNKyJYpump```

nice ticker",-1002243200666
2025-01-12 16:18:46+00:00,https://x.com/missoralways/status/1878476658166100131?s=46,-1002243200666
2025-01-12 14:16:57+00:00,GM quants,-1002243200666
2025-01-11 23:40:17+00:00,"$ANTHRO gemming so hard

What a chart",-1002243200666
2025-01-11 23:24:55+00:00,"Smash for invite to AlphaDAO 

https://x.com/missoralways/status/1878221490044211656",-1002243200666
2025-01-11 23:09:21+00:00,Anthro CTO being led by a few guys that I genuinely trust and know for a while,-1002243200666
2025-01-11 22:53:39+00:00,Feels good to be in a meme after all the AI larps lol,-1002243200666
2025-01-11 22:40:28+00:00,How does this thing have 1700 holders already?,-1002243200666
2025-01-11 22:37:54+00:00,,-1002243200666
2025-01-11 22:27:26+00:00,"5x $ANTHRO 

New chill guy",-1002243200666
2025-01-11 22:23:13+00:00,Bullish,-1002243200666
2025-01-11 22:23:06+00:00,Wait so he originally named this Anthro? But now made a new character for Anthro because everyone named it Chill guy,-1002243200666
2025-01-11 22:22:31+00:00,,-1002243200666
2025-01-11 22:17:44+00:00,Name is legit,-1002243200666
2025-01-11 22:10:47+00:00,"Gamble small because low mcap and market seems to be good for memes today 

New chill guy character 

```GJLwi6tFjiKz4yBAq91jAgpwNUUZEUV9Y26xwKnWpump```",-1002243200666
2025-01-11 22:02:05+00:00,"Anthro 

https://www.instagram.com/p/DEsR4PaJlKI/?img_index=3",-1002243200666
2025-01-11 21:59:09+00:00,Chill guy artist launched a new character?,-1002243200666
2025-01-11 16:11:01+00:00,https://x.com/missoralways/status/1878112344007496056?s=46,-1002243200666
2025-01-11 15:14:54+00:00,Mooning $ANTRO,-1002243200666
2025-01-11 15:09:39+00:00,"AI space is full of crimes, grifters and larps.

There is a huge gap here.",-1002243200666
2025-01-11 15:08:09+00:00,"$AIOS team is due for some clarification 

Explicitly saying it’s not their token at 10m and now claiming it as their own",-1002243200666
2025-01-11 15:01:42+00:00,Make sure notifications are on,-1002243200666
2025-01-11 15:01:23+00:00,Market is in need of a stealth AI gem,-1002243200666
2025-01-11 11:33:59+00:00,"All my bags are down bad but it’s fine market is shitting 

Will just continue to hold",-1002243200666
2025-01-11 11:27:02+00:00,Babur the goat,-1002243200666
2025-01-10 23:47:36+00:00,I'll buy the -90% retrace on $KOLWAII after 24 hours of its launch,-1002243200666
2025-01-10 23:18:33+00:00,"Same narrative as $MIRA, coin to help him with the fires Its",-1002243200666
2025-01-10 23:16:45+00:00,50% holder is Bored Elon,-1002243200666
